"activity" "subject" "variable" "mean"
"Laying" 4 "bodyGyroYMean" -0.0930128180759259
"Laying" 4 "bodyGyroZMean" 0.169720404092593
"Laying" 4 "bodyGyroXStd" -0.973102422222222
"Laying" 4 "bodyGyroYStd" -0.961109291851852
"Laying" 4 "bodyGyroZStd" -0.962073755
"Laying" 4 "bodyGyroJerkXMean" -0.105019877685185
"Laying" 4 "bodyGyroJerkYMean" -0.0381230432222222
"Laying" 4 "bodyGyroJerkZMean" -0.0712156288333333
"Laying" 4 "bodyGyroJerkXStd" -0.975103204259259
"Laying" 4 "bodyGyroJerkYStd" -0.986855629814815
"Laying" 4 "bodyGyroJerkZStd" -0.983965359814815
"Laying" 4 "bodyAccMagMean" -0.954557603148148
"Laying" 4 "bodyAccMagStd" -0.931292216611111
"Laying" 4 "gravityAccMagMean" -0.954557603148148
"Laying" 4 "gravityAccMagStd" -0.931292216611111
"Laying" 4 "bodyAccJerkMagMean" -0.970095771666667
"Laying" 4 "bodyAccJerkMagStd" -0.960786430740741
"Laying" 4 "bodyGyroMagMean" -0.930236462592593
"Laying" 4 "bodyGyroMagStd" -0.947031781666667
"Laying" 4 "bodyGyroJerkMagMean" -0.985068502037037
"Laying" 4 "bodyGyroJerkMagStd" -0.982698213703704
"Laying" 4 "bodyBodyAccJerkMagMean" -0.96228712537037
"Laying" 4 "bodyBodyAccJerkMagStd" -0.958037119259259
"Laying" 4 "bodyBodyGyroMagMean" -0.961556660185185
"Laying" 4 "bodyBodyGyroMagStd" -0.947100325185185
"Laying" 4 "bodyBodyGyroJerkMagMean" -0.983609073333333
"Laying" 4 "bodyBodyGyroJerkMagStd" -0.982543631666667
"Laying" 5 "bodyAccXMean" 0.278334325576923
"Laying" 5 "bodyAccYMean" -0.0183042123269231
"Laying" 5 "bodyAccZMean" -0.107937603673077
"Laying" 5 "bodyAccXStd" -0.965934509615385
"Laying" 5 "bodyAccYStd" -0.969295613269231
"Laying" 5 "bodyAccZStd" -0.968562516346154
"Laying" 5 "gravityAccXMean" -0.483470597692308
"Laying" 5 "gravityAccYMean" 0.954890346153846
"Laying" 5 "gravityAccZMean" 0.263644691923077
"Laying" 5 "gravityAccXStd" -0.945695336153846
"Laying" 5 "gravityAccYStd" -0.985964053846154
"Laying" 5 "gravityAccZStd" -0.977076645
"Laying" 5 "bodyAccJerkXMean" 0.0848164824230769
"Laying" 5 "bodyAccJerkYMean" 0.00747460829615385
"Laying" 5 "bodyAccJerkZMean" -0.00304067159653846
"Laying" 5 "bodyAccJerkXStd" -0.983307862115385
"Laying" 5 "bodyAccJerkYStd" -0.964560430961538
"Laying" 5 "bodyAccJerkZStd" -0.985419368461538
"Laying" 5 "bodyGyroXMean" -0.0218935013501923
"Laying" 5 "bodyGyroYMean" -0.0798709596153846
"Laying" 5 "bodyGyroZMean" 0.159894366942308
"Laying" 5 "bodyGyroXStd" -0.979498706538461
"Laying" 5 "bodyGyroYStd" -0.977427370576923
"Laying" 5 "bodyGyroZStd" -0.960583776923077
"Laying" 5 "bodyGyroJerkXMean" -0.102114125
"Laying" 5 "bodyGyroJerkYMean" -0.0404446925288462
"Laying" 5 "bodyGyroJerkZMean" -0.07083096875
"Laying" 5 "bodyGyroJerkXStd" -0.983422257692308
"Laying" 5 "bodyGyroJerkYStd" -0.983759479230769
"Laying" 5 "bodyGyroJerkZStd" -0.989679592307692
"Laying" 5 "bodyAccMagMean" -0.966777882884615
"Laying" 5 "bodyAccMagStd" -0.958612786346154
"Laying" 5 "gravityAccMagMean" -0.966777882884615
"Laying" 5 "gravityAccMagStd" -0.958612786346154
"Laying" 5 "bodyAccJerkMagMean" -0.980141253846154
"Laying" 5 "bodyAccJerkMagStd" -0.977477145384615
"Laying" 5 "bodyGyroMagMean" -0.946938300576923
"Laying" 5 "bodyGyroMagStd" -0.958287921923077
"Laying" 5 "bodyGyroJerkMagMean" -0.9864194225
"Laying" 5 "bodyGyroJerkMagStd" -0.98377138
"Laying" 5 "bodyBodyAccJerkMagMean" -0.977356379807692
"Laying" 5 "bodyBodyAccJerkMagStd" -0.976381934807692
"Laying" 5 "bodyBodyGyroMagMean" -0.968257068846154
"Laying" 5 "bodyBodyGyroMagStd" -0.959263063269231
"Laying" 5 "bodyBodyGyroJerkMagMean" -0.984618025769231
"Laying" 5 "bodyBodyGyroJerkMagStd" -0.983434493076923
"Laying" 6 "bodyAccXMean" 0.248656520140351
"Laying" 6 "bodyAccYMean" -0.0102529170561404
"Laying" 6 "bodyAccZMean" -0.133119570368421
"Laying" 6 "bodyAccXStd" -0.934049422052632
"Laying" 6 "bodyAccYStd" -0.924644826385965
"Laying" 6 "bodyAccZStd" -0.925216100350877
"Laying" 6 "gravityAccXMean" -0.47670987877193
"Laying" 6 "gravityAccYMean" 0.956593814210526
"Laying" 6 "gravityAccZMean" 0.175867709021053
"Laying" 6 "gravityAccXStd" -0.887746310350877
"Laying" 6 "gravityAccYStd" -0.959161956491228
"Laying" 6 "gravityAccZStd" -0.928130738421053
"Laying" 6 "bodyAccJerkXMean" 0.0963481955263158
"Laying" 6 "bodyAccJerkYMean" -0.00114529240245614
"Laying" 6 "bodyAccJerkZMean" 0.00328817288070175
"Laying" 6 "bodyAccJerkXStd" -0.966341054736842
"Laying" 6 "bodyAccJerkYStd" -0.933674494385965
"Laying" 6 "bodyAccJerkZStd" -0.959646055263158
"Laying" 6 "bodyGyroXMean" -0.0079605026754386
"Laying" 6 "bodyGyroYMean" -0.107218315054386
"Laying" 6 "bodyGyroZMean" 0.179102058245614
"Laying" 6 "bodyGyroXStd" -0.955378225087719
"Laying" 6 "bodyGyroYStd" -0.943634949473684
"Laying" 6 "bodyGyroZStd" -0.939141878596491
"Laying" 6 "bodyGyroJerkXMean" -0.111267284631579
"Laying" 6 "bodyGyroJerkYMean" -0.0424104289992982
"Laying" 6 "bodyGyroJerkZMean" -0.0717774743859649
"Laying" 6 "bodyGyroJerkXStd" -0.939611608245614
"Laying" 6 "bodyGyroJerkYStd" -0.958628819649123
"Laying" 6 "bodyGyroJerkZStd" -0.959579071578947
"Laying" 6 "bodyAccMagMean" -0.918878850824561
"Laying" 6 "bodyAccMagStd" -0.897326245964912
"Laying" 6 "gravityAccMagMean" -0.918878850824561
"Laying" 6 "gravityAccMagStd" -0.897326245964912
"Laying" 6 "bodyAccJerkMagMean" -0.954750504912281
"Laying" 6 "bodyAccJerkMagStd" -0.950341934385965
"Laying" 6 "bodyGyroMagMean" -0.908980174736842
"Laying" 6 "bodyGyroMagStd" -0.920914497017544
"Laying" 6 "bodyGyroJerkMagMean" -0.955645738245614
"Laying" 6 "bodyGyroJerkMagStd" -0.953157001578947
"Laying" 6 "bodyBodyAccJerkMagMean" -0.948655471052632
"Laying" 6 "bodyBodyAccJerkMagStd" -0.951552664035088
"Laying" 6 "bodyBodyGyroMagMean" -0.930153639473684
"Laying" 6 "bodyBodyGyroMagStd" -0.928694890175439
"Laying" 6 "bodyBodyGyroJerkMagMean" -0.953695957368421
"Laying" 6 "bodyBodyGyroJerkMagStd" -0.955504654561404
"Laying" 7 "bodyAccXMean" 0.250176694038462
"Laying" 7 "bodyAccYMean" -0.0204411516884615
"Laying" 7 "bodyAccZMean" -0.101361036576923
"Laying" 7 "bodyAccXStd" -0.93651361
"Laying" 7 "bodyAccYStd" -0.926262668653846
"Laying" 7 "bodyAccZStd" -0.952978365961539
"Laying" 7 "gravityAccXMean" -0.502814250576923
"Laying" 7 "gravityAccYMean" 0.393444278076923
"Laying" 7 "gravityAccZMean" 0.907537823461538
"Laying" 7 "gravityAccXStd" -0.914221270096154
"Laying" 7 "gravityAccYStd" -0.955543549230769
"Laying" 7 "gravityAccZStd" -0.961908984423077
"Laying" 7 "bodyAccJerkXMean" 0.0968904018076923
"Laying" 7 "bodyAccJerkYMean" 0.0250624183634615
"Laying" 7 "bodyAccJerkZMean" -0.0131653918205769
"Laying" 7 "bodyAccJerkXStd" -0.980977756153846
"Laying" 7 "bodyAccJerkYStd" -0.973093160192308
"Laying" 7 "bodyAccJerkZStd" -0.972983064230769
"Laying" 7 "bodyGyroXMean" -0.00282641913096154
"Laying" 7 "bodyGyroYMean" -0.133605695057692
"Laying" 7 "bodyGyroZMean" 0.155920029769231
"Laying" 7 "bodyGyroXStd" -0.9601268225
"Laying" 7 "bodyGyroYStd" -0.945071935384615
"Laying" 7 "bodyGyroZStd" -0.955294890576923
"Laying" 7 "bodyGyroJerkXMean" -0.105944243484615
"Laying" 7 "bodyGyroJerkYMean" -0.0358897425826923
"Laying" 7 "bodyGyroJerkZMean" -0.0671901794615385
"Laying" 7 "bodyGyroJerkXStd" -0.9738372325
"Laying" 7 "bodyGyroJerkYStd" -0.976483727307692
"Laying" 7 "bodyGyroJerkZStd" -0.988871878269231
"Laying" 7 "bodyAccMagMean" -0.936392023846154
"Laying" 7 "bodyAccMagStd" -0.907039513153846
"Laying" 7 "gravityAccMagMean" -0.936392023846154
"Laying" 7 "gravityAccMagStd" -0.907039513153846
"Laying" 7 "bodyAccJerkMagMean" -0.980127239615385
"Laying" 7 "bodyAccJerkMagStd" -0.967310932307692
"Laying" 7 "bodyGyroMagMean" -0.915793634807692
"Laying" 7 "bodyGyroMagStd" -0.918662459038462
"Laying" 7 "bodyGyroJerkMagMean" -0.983008829038462
"Laying" 7 "bodyGyroJerkMagStd" -0.971205137884615
"Laying" 7 "bodyBodyAccJerkMagMean" -0.968066259230769
"Laying" 7 "bodyBodyAccJerkMagStd" -0.965359228076923
"Laying" 7 "bodyBodyGyroMagMean" -0.941130719230769
"Laying" 7 "bodyBodyGyroMagStd" -0.918892518653846
"Laying" 7 "bodyBodyGyroJerkMagMean" -0.974117912115385
"Laying" 7 "bodyBodyGyroJerkMagStd" -0.969403035384615
"Laying" 8 "bodyAccXMean" 0.261254282907407
"Laying" 8 "bodyAccYMean" -0.0212281733881481
"Laying" 8 "bodyAccZMean" -0.102245365611111
"Laying" 8 "bodyAccXStd" -0.94304121537037
"Laying" 8 "bodyAccYStd" -0.93489116
"Laying" 8 "bodyAccZStd" -0.932491454407407
"Laying" 8 "gravityAccXMean" -0.405930036111111
"Laying" 8 "gravityAccYMean" 0.589922434814815
"Laying" 8 "gravityAccZMean" 0.719831539259259
"Laying" 8 "gravityAccXStd" -0.918873192333333
"Laying" 8 "gravityAccYStd" -0.957990036481482
"Laying" 8 "gravityAccZStd" -0.94183626337037
"Laying" 8 "bodyAccJerkXMean" 0.0878326902592593
"Laying" 8 "bodyAccJerkYMean" 0.0233299159137037
"Laying" 8 "bodyAccJerkZMean" -0.0169218791344444
"Laying" 8 "bodyAccJerkXStd" -0.973253042222222
"Laying" 8 "bodyAccJerkYStd" -0.976520952037037
"Laying" 8 "bodyAccJerkZStd" -0.96608757462963
"Laying" 8 "bodyGyroXMean" 0.00535361206851852
"Laying" 8 "bodyGyroYMean" -0.0891374138592593
"Laying" 8 "bodyGyroZMean" 0.13818830737037
"Laying" 8 "bodyGyroXStd" -0.965204017592593
"Laying" 8 "bodyGyroYStd" -0.952039385740741
"Laying" 8 "bodyGyroZStd" -0.96758975462963
"Laying" 8 "bodyGyroJerkXMean" -0.106445008314815
"Laying" 8 "bodyGyroJerkYMean" -0.0389735198722222
"Laying" 8 "bodyGyroJerkZMean" -0.0694123150925926
"Laying" 8 "bodyGyroJerkXStd" -0.969924077407407
"Laying" 8 "bodyGyroJerkYStd" -0.974186451851852
"Laying" 8 "bodyGyroJerkZStd" -0.987601203703704
"Laying" 8 "bodyAccMagMean" -0.935308633888889
"Laying" 8 "bodyAccMagStd" -0.91325033
"Laying" 8 "gravityAccMagMean" -0.935308633888889
"Laying" 8 "gravityAccMagStd" -0.91325033
"Laying" 8 "bodyAccJerkMagMean" -0.97314748962963
"Laying" 8 "bodyAccJerkMagStd" -0.962954517222222
"Laying" 8 "bodyGyroMagMean" -0.924253348518518
"Laying" 8 "bodyGyroMagStd" -0.932470764444444
"Laying" 8 "bodyGyroJerkMagMean" -0.978438191296296
"Laying" 8 "bodyGyroJerkMagStd" -0.969029111666667
"Laying" 8 "bodyBodyAccJerkMagMean" -0.961792852407407
"Laying" 8 "bodyBodyAccJerkMagStd" -0.963791094259259
"Laying" 8 "bodyBodyGyroMagMean" -0.944528950555556
"Laying" 8 "bodyBodyGyroMagStd" -0.93678697
"Laying" 8 "bodyBodyGyroJerkMagMean" -0.968403945925926
"Laying" 8 "bodyBodyGyroJerkMagStd" -0.971793279814815
"Laying" 9 "bodyAccXMean" 0.2591955368
"Laying" 9 "bodyAccYMean" -0.020526821662
"Laying" 9 "bodyAccZMean" -0.10754972144
"Laying" 9 "bodyAccXStd" -0.94233309
"Laying" 9 "bodyAccYStd" -0.9162927764
"Laying" 9 "bodyAccZStd" -0.9407072854
"Laying" 9 "gravityAccXMean" -0.5802528348
"Laying" 9 "gravityAccYMean" -0.1191541962
"Laying" 9 "gravityAccZMean" 0.9578730416
"Laying" 9 "gravityAccXStd" -0.9218210626
"Laying" 9 "gravityAccYStd" -0.9699944882
"Laying" 9 "gravityAccZStd" -0.9712046902
"Laying" 9 "bodyAccJerkXMean" 0.08807344764
"Laying" 9 "bodyAccJerkYMean" 0.011561732718
"Laying" 9 "bodyAccJerkZMean" -0.0070536778584
"Laying" 9 "bodyAccJerkXStd" -0.9647404702
"Laying" 9 "bodyAccJerkYStd" -0.9639966798
"Laying" 9 "bodyAccJerkZStd" -0.958562455
"Laying" 9 "bodyGyroXMean" -0.013632036148
"Laying" 9 "bodyGyroYMean" -0.15890291983
"Laying" 9 "bodyGyroZMean" 0.101275010682
"Laying" 9 "bodyGyroXStd" -0.9422465098
"Laying" 9 "bodyGyroYStd" -0.9266185314
"Laying" 9 "bodyGyroZStd" -0.9615953704
"Laying" 9 "bodyGyroJerkXMean" -0.10384667982
"Laying" 9 "bodyGyroJerkYMean" -0.027552256948
"Laying" 9 "bodyGyroJerkZMean" -0.0569490475
"Laying" 9 "bodyGyroJerkXStd" -0.945329035
"Laying" 9 "bodyGyroJerkYStd" -0.9621702422
"Laying" 9 "bodyGyroJerkZStd" -0.9770761602
"Laying" 9 "bodyAccMagMean" -0.9308684376
"Laying" 9 "bodyAccMagStd" -0.91512680016
"Laying" 9 "gravityAccMagMean" -0.9308684376
"Laying" 9 "gravityAccMagStd" -0.91512680016
"Laying" 9 "bodyAccJerkMagMean" -0.9633745492
"Laying" 9 "bodyAccJerkMagStd" -0.9550268052
"Laying" 9 "bodyGyroMagMean" -0.9071250998
"Laying" 9 "bodyGyroMagStd" -0.8985578738
"Laying" 9 "bodyGyroJerkMagMean" -0.964524819
"Laying" 9 "bodyGyroJerkMagStd" -0.9528015598
"Laying" 9 "bodyBodyAccJerkMagMean" -0.9543205856
"Laying" 9 "bodyBodyAccJerkMagStd" -0.9550947122
"Laying" 9 "bodyBodyGyroMagMean" -0.9186053356
"Laying" 9 "bodyBodyGyroMagStd" -0.9034005814
"Laying" 9 "bodyBodyGyroJerkMagMean" -0.9558062546
"Laying" 9 "bodyBodyGyroJerkMagStd" -0.9522904702
"Laying" 10 "bodyAccXMean" 0.280230574137931
"Laying" 10 "bodyAccYMean" -0.024294484137931
"Laying" 10 "bodyAccZMean" -0.117168642362069
"Laying" 10 "bodyAccXStd" -0.968283685
"Laying" 10 "bodyAccYStd" -0.946454302068966
"Laying" 10 "bodyAccZStd" -0.95947148637931
"Laying" 10 "gravityAccXMean" -0.453069737586207
"Laying" 10 "gravityAccYMean" -0.139297681034483
"Laying" 10 "gravityAccZMean" -0.031121624137931
"Laying" 10 "gravityAccXStd" -0.954531941896552
"Laying" 10 "gravityAccYStd" -0.966701156034483
"Laying" 10 "gravityAccZStd" -0.963045642431035
"Laying" 10 "bodyAccJerkXMean" 0.073815064487931
"Laying" 10 "bodyAccJerkYMean" 0.015698997097069
"Laying" 10 "bodyAccJerkZMean" 0.00716689586275862
"Laying" 10 "bodyAccJerkXStd" -0.978007466724138
"Laying" 10 "bodyAccJerkYStd" -0.966930793448276
"Laying" 10 "bodyAccJerkZStd" -0.976256662586207
"Laying" 10 "bodyGyroXMean" -0.019555937162069
"Laying" 10 "bodyGyroYMean" -0.0770325657265517
"Laying" 10 "bodyGyroZMean" 0.104720478344828
"Laying" 10 "bodyGyroXStd" -0.961713199827586
"Laying" 10 "bodyGyroYStd" -0.953660207586207
"Laying" 10 "bodyGyroZStd" -0.971940597413793
"Laying" 10 "bodyGyroJerkXMean" -0.100308254413793
"Laying" 10 "bodyGyroJerkYMean" -0.0388797920413793
"Laying" 10 "bodyGyroJerkZMean" -0.0590744912758621
"Laying" 10 "bodyGyroJerkXStd" -0.965900578103448
"Laying" 10 "bodyGyroJerkYStd" -0.966621040344828
"Laying" 10 "bodyGyroJerkZStd" -0.983949302758621
"Laying" 10 "bodyAccMagMean" -0.956781819655172
"Laying" 10 "bodyAccMagStd" -0.940301654482759
"Laying" 10 "gravityAccMagMean" -0.956781819655172
"Laying" 10 "gravityAccMagStd" -0.940301654482759
"Laying" 10 "bodyAccJerkMagMean" -0.976234435172414
"Laying" 10 "bodyAccJerkMagStd" -0.967556980689655
"Laying" 10 "bodyGyroMagMean" -0.937590998793103
"Laying" 10 "bodyGyroMagStd" -0.927471165517241
"Laying" 10 "bodyGyroJerkMagMean" -0.970830848965517
"Laying" 10 "bodyGyroJerkMagStd" -0.959632931551724
"Laying" 10 "bodyBodyAccJerkMagMean" -0.968561121551724
"Laying" 10 "bodyBodyAccJerkMagStd" -0.965377553448276
"Laying" 10 "bodyBodyGyroMagMean" -0.937692642586207
"Laying" 10 "bodyBodyGyroMagStd" -0.933701315344828
"Laying" 10 "bodyBodyGyroJerkMagMean" -0.960976821551724
"Laying" 10 "bodyBodyGyroJerkMagStd" -0.960772875517241
"Laying" 11 "bodyAccXMean" 0.280592970877193
"Laying" 11 "bodyAccYMean" -0.0176598052315789
"Laying" 11 "bodyAccZMean" -0.108786578070175
"Laying" 11 "bodyAccXStd" -0.98477733
"Laying" 11 "bodyAccYStd" -0.972196873859649
"Laying" 11 "bodyAccZStd" -0.971311176842105
"Laying" 11 "gravityAccXMean" -0.134832031403509
"Laying" 11 "gravityAccYMean" 0.943017941403509
"Laying" 11 "gravityAccZMean" 0.112620189964912
"Laying" 11 "gravityAccXStd" -0.97956560245614
"Laying" 11 "gravityAccYStd" -0.990765579649123
"Laying" 11 "gravityAccZStd" -0.984192606315789
"Laying" 11 "bodyAccJerkXMean" 0.0766645337017544
"Laying" 11 "bodyAccJerkYMean" 0.0122193853629825
"Laying" 11 "bodyAccJerkZMean" 0.00277690502070175
"Laying" 11 "bodyAccJerkXStd" -0.985259108596491
"Laying" 11 "bodyAccJerkYStd" -0.972777455263158
